,Opportunity Name,Created Date,Close Date, Account Name, Account Type, Opp Value (EUR),Stage,Opportunity Owner,Country,Region,Segment,Lead Source,Type,Primary Campaign Source,Close Reason,Business Type,Deal Opened (Days)
68296,Opp 111168,2024-08-15,2024-09-14, Account 1688, Top 2,11.0,Closed Lost,Sales Specialist 17,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68297,Opp 111169,2024-08-15,2024-09-14, Account 1692, Top 3,297.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68298,Opp 111170,2024-08-15,2024-09-14, Account 2742, Small,83.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68299,Opp 111171,2024-08-15,2024-09-14, Account 5498, Small,4.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68300,Opp 111172,2024-08-15,2024-09-14, Account 5498, Small,19.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68301,Opp 111173,2024-08-15,2024-09-14, Account 480, Small,8.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68302,Opp 111174,2024-08-15,2024-09-14, Account 480, Small,255.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68303,Opp 111175,2024-08-15,2024-09-14, Account 230, Top 2,23.0,Closed Lost,Sales Specialist 68,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68304,Opp 111176,2024-08-15,2024-09-14, Account 1688, Top 2,10.0,Closed Lost,Sales Specialist 17,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68305,Opp 111177,2024-08-15,2024-09-14, Account 1363, Top 3,125.0,Closed Lost,Sales Specialist 155,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68306,Opp 111178,2024-08-15,2024-09-14, Account 6221, Small,39.0,Closed Lost,Sales Specialist 15,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68307,Opp 111179,2024-08-15,2024-09-14, Account 230, Top 2,248.0,Closed Lost,Sales Specialist 68,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68308,Opp 111180,2024-08-15,2024-09-14, Account 143, Top 2,131.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68309,Opp 111181,2024-08-15,2024-09-14, Account 463, Top 3,89.0,Closed Lost,Sales Specialist 78,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68310,Opp 111182,2024-08-15,2024-09-14, Account 1414, Top 3,10.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68311,Opp 111183,2024-08-15,2024-09-14, Account 591, Top 2,189.0,Closed Lost,Sales Specialist 46,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,30
68312,Opp 111184,2024-07-30,2024-09-14, Account 1663, Top 1,220.0,Closed Lost,Sales Specialist 175,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,46
68313,Opp 111188,2024-07-30,2024-09-14, Account 2166, Top 3,217.0,Closed Lost,Sales Specialist 48,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,46
68314,Opp 111191,2024-07-30,2024-09-14, Account 618, Top 3,0.0,Closed Lost,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,46
68315,Opp 111199,2024-07-30,2024-09-14, Account 1958, Small,1.136,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Price,Unknown,46
68316,Opp 111200,2024-07-29,2024-09-14, Account 2190, Small,44.0,Closed Lost,Sales Specialist 206,Country 1,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,47
68317,Opp 111201,2024-07-29,2024-09-14, Account 2190, Small,31.0,Closed Lost,Sales Specialist 206,Country 1,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,47
68318,Opp 111202,2024-07-29,2024-09-14, Account 926, Top 2,119.0,Closed Lost,Sales Specialist 206,Country 1,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,47
68319,Opp 111203,2024-07-29,2024-09-14, Account 3837, Small,6.0,Closed Lost,Sales Specialist 48,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,47
68320,Opp 111205,2024-07-29,2024-09-14, Account 3711, Small,12.0,Closed Lost,Sales Specialist 48,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,47
68321,Opp 111206,2024-07-29,2024-09-14, Account 1189, Small,53.0,Closed Lost,Sales Specialist 9,Country 1,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,47
68322,Opp 111207,2024-07-29,2024-09-14, Account 544, Top 3,92.0,Closed Lost,Sales Specialist 178,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,47
68323,Opp 111209,2024-07-29,2024-09-14, Account 1969, Top 3,187.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,47
68324,Opp 111210,2024-07-29,2024-09-14, Account 4580, Top 3,35.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,47
68325,Opp 111211,2024-07-29,2024-09-14, Account 2270, Top 3,41.0,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,47
68326,Opp 111212,2024-07-29,2024-09-14, Account 1046, Small,82.0,Closed Lost,Sales Specialist 73,Country 1,Region 1,Unknown,Unknown,Existing Business,Unknown,Automatically closed,Unknown,47
68327,Opp 111213,2024-07-26,2024-09-14, Account 1043, Small,75.0,Closed Lost,Sales Specialist 1,Country 1,Region 1,Unknown,Unknown,Existing Business,Unknown,Automatically closed,Unknown,50
68328,Opp 111216,2024-07-26,2024-09-14, Account 484, Top 2,214.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,50
68329,Opp 111224,2024-07-26,2024-09-14, Account 618, Top 3,0.0,Closed Lost,Sales Specialist 112,Country 5,Region 2,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,50
68330,Opp 111225,2024-07-26,2024-09-14, Account 5662, Small,0.0,Closed Lost,Sales Specialist 112,Country 1,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,50
68331,Opp 111226,2024-07-26,2024-09-14, Account 55, Top 3,32.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,50
68332,Opp 111230,2024-07-25,2024-09-14, Account 134, Top 1,139.0,Closed Lost,Sales Specialist 176,Country 2,Region 1,Segment 2,Unknown,New Business,Unknown,Automatically closed,Unknown,51
68333,Opp 111231,2024-07-25,2024-09-14, Account 1044, Small,60.0,Closed Lost,Sales Specialist 1,Country 1,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,51
68334,Opp 111232,2024-07-25,2024-09-14, Account 2064, Top 3,59.0,Closed Lost,Sales Specialist 48,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,51
68335,Opp 111233,2024-07-25,2024-09-14, Account 2124, Top 2,93.0,Closed Lost,Sales Specialist 206,Country 1,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,51
68336,Opp 111234,2024-07-25,2024-09-14, Account 547, Top 3,29.0,Closed Lost,Sales Specialist 178,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,51
68337,Opp 111236,2024-07-25,2024-09-14, Account 2064, Top 3,259.0,Closed Lost,Sales Specialist 48,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,51
68338,Opp 111237,2024-07-25,2024-09-14, Account 490, Small,49.0,Closed Lost,Sales Specialist 48,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,51
68339,Opp 111238,2024-07-25,2024-09-14, Account 2124, Top 2,43.0,Closed Lost,Sales Specialist 206,Country 1,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,51
68340,Opp 111239,2024-07-25,2024-09-14, Account 2124, Top 2,62.0,Closed Lost,Sales Specialist 206,Country 1,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,51
68341,Opp 111240,2024-07-25,2024-09-14, Account 1414, Top 3,38.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,51
68342,Opp 111241,2024-07-25,2024-09-14, Account 481, Top 2,0.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,51
68343,Opp 111243,2024-07-25,2024-09-14, Account 55, Top 3,117.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,51
68344,Opp 111246,2024-07-25,2024-09-14, Account 104, Top 3,71.0,Closed Lost,Sales Specialist 41,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,51
68345,Opp 111247,2024-07-25,2024-09-14, Account 1470, Top 3,250.0,Closed Lost,Sales Specialist 107,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,51
68346,Opp 111248,2024-07-25,2024-09-14, Account 1470, Top 3,52.0,Closed Lost,Sales Specialist 107,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,51
68347,Opp 111249,2024-07-25,2024-09-14, Account 231, Small,138.0,Closed Lost,Sales Specialist 83,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,51
68348,Opp 111250,2024-07-25,2024-09-14, Account 475, Top 3,29.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,51
68349,Opp 111251,2024-07-25,2024-09-14, Account 1945, Top 3,184.0,Closed Lost,Sales Specialist 107,Country 2,Region 1,Segment 4,Unknown,New Business,Unknown,Automatically closed,Unknown,51
68350,Opp 111254,2024-08-16,2024-09-14, Account 158, Top 3,16.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68351,Opp 111255,2024-08-16,2024-09-14, Account 5263, Top 3,26.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68352,Opp 111256,2024-08-16,2024-09-14, Account 2043, Top 3,14.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68353,Opp 111257,2024-08-16,2024-09-14, Account 6222, Small,8.0,Closed Lost,Sales Specialist 167,Country 2,Region 1,Unknown,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68354,Opp 111258,2024-08-16,2024-09-14, Account 1941, Small,87.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68355,Opp 111259,2024-08-16,2024-09-14, Account 1969, Top 3,19.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68356,Opp 111260,2024-08-16,2024-09-14, Account 4930, Small,213.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68357,Opp 111261,2024-08-16,2024-09-14, Account 105, Top 2,74.0,Closed Lost,Sales Specialist 42,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68358,Opp 111262,2024-08-16,2024-09-14, Account 1983, Top 3,23.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Unknown,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68359,Opp 111263,2024-08-16,2024-09-14, Account 2139, Small,32.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68360,Opp 111264,2024-08-16,2024-09-14, Account 1953, Top 3,8.0,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68361,Opp 111265,2024-08-16,2024-09-14, Account 158, Top 3,16.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68362,Opp 111266,2024-08-16,2024-09-14, Account 2039, Top 3,25.0,Closed Lost,Sales Specialist 17,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,29
68363,Opp 111267,2024-09-05,2024-09-14, Account 1224, Top 3,105.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,9
68364,Opp 111268,2024-09-05,2024-09-14, Account 1224, Top 3,50.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,9
68365,Opp 111269,2024-09-05,2024-09-14, Account 1224, Top 3,124.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,9
68366,Opp 111270,2024-09-04,2024-09-14, Account 2823, Top 3,49.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,10
68367,Opp 111271,2024-09-04,2024-09-14, Account 115, Top 1,11.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,10
68368,Opp 111272,2024-09-04,2024-09-14, Account 1525, Top 3,33.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,10
68369,Opp 111273,2024-09-04,2024-09-14, Account 115, Top 1,,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,10
68370,Opp 111274,2024-09-04,2024-09-14, Account 1525, Top 3,11.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,10
68371,Opp 111275,2024-09-03,2024-09-14, Account 1224, Top 3,38.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,11
68372,Opp 111276,2024-09-03,2024-09-14, Account 433, Top 3,90.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,11
68373,Opp 111277,2024-09-03,2024-09-14, Account 115, Top 1,207.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,11
68374,Opp 111278,2024-09-03,2024-09-14, Account 115, Top 1,167.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,11
68375,Opp 111279,2024-09-03,2024-09-14, Account 115, Top 1,231.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,11
68376,Opp 111280,2024-09-03,2024-09-14, Account 4283, Top 1,60.0,Closed Lost,Sales Specialist 105,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,11
68377,Opp 111283,2024-08-28,2024-09-14, Account 4164, Small,98.0,Closed Lost,Sales Specialist 197,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,17
68378,Opp 111293,2024-08-22,2024-09-14, Account 1789, Top 3,233.0,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,23
68379,Opp 111294,2024-08-21,2024-09-14, Account 1414, Top 3,10.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,24
68380,Opp 111298,2024-08-20,2024-09-14, Account 2196, Top 3,322.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,25
68381,Opp 111299,2024-08-20,2024-09-14, Account 563, Small,92.0,Closed Lost,Sales Specialist 13,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,25
68382,Opp 111300,2024-08-20,2024-09-14, Account 444, Top 3,77.0,Closed Lost,Sales Specialist 88,Country 2,Region 1,Segment 1,Unknown,Existing Business,Unknown,Automatically closed,Unknown,25
68383,Opp 111301,2024-08-20,2024-09-14, Account 2417, Top 1,16.0,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,25
68384,Opp 111302,2024-08-19,2024-09-14, Account 1726, Small,201.0,Closed Lost,Sales Specialist 257,Country 2,Region 1,Segment 3,Unknown,Existing Business,Unknown,Automatically closed,Unknown,26
68385,Opp 111303,2024-08-14,2024-09-14, Account 277, Top 3,385.0,Closed Lost,Sales Specialist 40,Country 2,Region 1,Segment 2,Unknown,New Business,Unknown,Automatically closed,Unknown,31
68386,Opp 111304,2024-08-13,2024-09-14, Account 277, Top 3,98.0,Closed Lost,Sales Specialist 40,Country 2,Region 1,Segment 2,Unknown,New Business,Unknown,Automatically closed,Unknown,32
68387,Opp 111305,2024-08-12,2024-09-14, Account 277, Top 3,54.0,Closed Lost,Sales Specialist 40,Country 2,Region 1,Segment 2,Unknown,New Business,Unknown,Automatically closed,Unknown,33
68388,Opp 111306,2024-08-12,2024-09-14, Account 277, Top 3,204.0,Closed Lost,Sales Specialist 40,Country 2,Region 1,Segment 2,Unknown,New Business,Unknown,Automatically closed,Unknown,33
68389,Opp 111307,2024-08-12,2024-09-14, Account 2665, Top 3,93.0,Closed Lost,Sales Specialist 48,Country 2,Region 1,Segment 3,Unknown,New Business,Unknown,Automatically closed,Unknown,33
68390,Opp 111308,2024-08-09,2024-09-14, Account 650, Small,95.0,Closed Lost,Sales Specialist 39,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,36
68391,Opp 111309,2024-08-08,2024-09-14, Account 240, Top 2,0.0,Closed Lost,Sales Specialist 76,Country 2,Region 1,Segment 1,Unknown,New Business,Unknown,Automatically closed,Unknown,37
68392,Opp 111314,2024-07-31,2024-09-14, Account 2702, Small,,Closed Lost,Sales Specialist 176,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,45
68393,Opp 111315,2024-07-31,2024-09-14, Account 609, Top 2,233.0,Closed Lost,Sales Specialist 46,Country 2,Region 1,Segment 2,Unknown,Existing Business,Unknown,Automatically closed,Unknown,45
68394,Opp 111317,2024-07-31,2024-09-14, Account 1945, Top 3,18.0,Closed Lost,Sales Specialist 107,Country 2,Region 1,Segment 4,Unknown,New Business,Unknown,Automatically closed,Unknown,45
